0	5	1
0	1	7
0	1	6
0	6	5
1	0	3
1	5	0
2	1	3
2	4	1
2	6	3
2	6	4
2	7	6
2	13	6
2	9	4
2	23	9
2	3	13
2	13	46
2	13	23
5	3	0
5	13	3
6	1	0
6	0	7
6	7	1
6	2	3
6	2	4
6	7	2
6	13	2
6	13	5
6	1	7
6	24	4
6	7	24
7	1	4
8	2723	11757
8	687	6778
8	6778	11757
9	16	4
9	23	16
9	23	47
9	62	47
9	76	62
9	62	76
9	76	82
9	82	77
9	98	62
9	78	98
10	2655	1367
10	7553	1462
10	1462	12409
10	8547	2614
10	7529	12409
10	2614	7553
10	7553	12409
10	1367	8547
10	11501	11222
10	11222	12409
11	21	15
11	44	21
12	11247	616
12	616	11250
12	644	11250
12	5253	11250
12	7717	11250
13	4	14
13	14	46
13	23	4
13	14	23
14	7	4
14	4	13
14	13	46
14	23	16
14	18	4
14	16	18
14	23	4
14	24	23
14	13	24
14	24	46
15	31	22
15	39	31
15	22	32
15	39	21
15	44	39
15	44	21
15	32	44
16	23	9
16	14	4
16	23	14
16	14	18
16	18	62
16	9	62
16	62	47
16	79	14
16	18	79
17	8420	1407
17	1407	9665
17	8155	10368
17	8787	8420
17	8420	10368
17	9665	8787
17	8787	10368
18	14	4
18	7	14
18	24	4
18	16	62
18	62	79
18	105	24
19	4234	10828
19	2839	5566
19	6496	2839
19	5566	6496
20	35	27
20	57	37
21	44	11
21	11	38
21	38	39
21	44	15
21	39	44
22	31	67
22	9595	31
22	32	9595
22	9595	74
22	74	83
22	83	9595
22	9595	39
22	67	9595
23	13	2
23	2	46
23	9	47
23	76	9
23	13	4
23	14	13
23	14	4
23	24	14
23	46	47
23	47	76
23	82	9
24	6	4
24	13	6
24	13	14
24	14	46
24	18	4
24	7	18
24	47	46
24	76	47
24	79	76
24	78	76
24	79	78
24	47	79
24	76	79
24	79	105
25	748	3420
25	11102	748
25	1434	11102
25	3154	11102
25	9142	11102
25	11102	3154
25	3420	11102
26	20	37
26	57	20
26	37	57
28	20	27
28	20	34
28	37	20
28	57	34
28	34	8978
28	20	57
28	57	37
28	50	57
28	27	101
28	101	37
28	50	101
28	101	8978
29	30	44
29	9595	39
29	44	9595
29	9595	65
29	66	39
29	65	66
29	90	102
29	9595	90
29	39	9595
29	9595	44
29	102	9595
30	11	15
30	15	32
30	32	44
31	15	21
31	39	15
31	22	39
31	9595	22
31	21	39
31	39	22
31	92	74
31	74	9595
31	9595	80
31	80	92
31	39	9595
31	9595	67
32	39	22
32	9595	39
32	44	9595
32	90	9595
32	22	9595
32	9595	44
33	638	8894
33	3589	12997
33	8894	4147
33	4147	12997
33	7732	40
33	8894	7732
33	40	8894
33	8894	638
34	35	20
34	20	28
34	28	8978
34	27	35
34	58	50
34	50	8978
34	58	55
34	55	8978
34	56	35
34	8978	56
34	57	58
34	35	8978
34	8978	55
35	27	34
35	34	8978
35	56	64
36	8700	94
36	8350	12415
36	94	8359
36	8359	8360
36	8360	12415
36	9802	8700
36	8700	12415
38	30	29
38	29	65
38	11	30
38	29	66
38	66	39
39	15	21
39	44	15
39	32	22
39	32	44
39	9595	32
39	21	44
39	44	32
39	80	31
39	9595	80
39	9595	22
39	31	9595
39	44	9595
39	9595	66
40	1857	33
40	33	8894
40	51	12080
40	1857	4147
40	8894	1857
40	1857	12080
40	1857	3015
40	3015	8894
40	33	4147
40	4147	1857
40	4147	8894
40	8894	7732
40	7732	9386
40	9386	8894
40	8894	12080
41	4622	6959
41	11179	4622
41	4914	11952
41	8038	4921
41	4921	12235
41	8038	12235
41	4921	8051
41	8051	8038
41	11952	9291
41	9291	12235
41	6959	11179
41	11952	11179
42	744	718
42	718	12343
42	7083	750
42	750	12343
42	11776	2524
42	6930	11776
42	2524	7083
43	10316	847
43	847	11348
43	2958	1599
43	1599	10316
43	3258	11348
43	5817	11348
43	5853	11348
44	32	15
44	39	9595
45	7107	54
45	54	7117
45	6958	12673
45	12673	7107
45	8318	12673
45	54	9830
46	23	47
46	47	69
46	23	76
46	76	69
46	82	23
46	76	82
47	46	13
47	13	24
47	24	46
48	9533	60
48	60	13175
48	3651	1251
48	1251	9533
48	5296	3651
48	9533	3651
48	3651	11704
48	8568	5296
48	11704	8568
48	8568	13175
49	571	9405
49	2748	11224
49	8626	3104
49	3104	10859
49	9405	8626
49	8626	11224
50	58	34
50	34	8978
50	8978	58
50	87	58
50	8978	87
50	58	8978
50	8978	100
51	1857	40
51	40	12080
51	2889	1269
51	1269	11289
51	11289	1857
51	9386	2889
51	11049	9386
51	9386	12080
51	11289	11049
51	11049	12080
52	28	27
52	35	64
52	100	101
52	101	8978
52	64	110
53	5341	61
53	61	11755
53	10591	5323
53	5323	12406
53	11755	5341
54	2167	73
54	73	9395
54	1467	12673
54	9395	2167
54	9395	2823
54	7107	12673
54	2823	7117
54	7117	9830
54	9830	9395
54	9395	12673
54	9830	12673
55	71	56
55	56	8961
55	58	8978
55	71	109
55	8961	71
55	71	8978
55	8961	8978
56	34	55
56	8978	34
56	63	35
56	71	55
56	55	109
56	35	64
56	109	71
56	71	8961
56	109	8961
56	158	63
56	55	8961
56	8978	35
56	64	8978
57	34	20
57	20	37
57	20	28
57	28	34
57	28	37
57	50	28
57	37	50
57	50	58
58	71	55
58	55	8978
58	8978	71
59	8700	94
59	94	9802
59	440	298
59	94	440
59	8399	8359
59	8359	9802
59	298	8399
60	9533	48
60	48	13175
60	48	1251
60	4695	2438
60	12289	2438
60	2438	13020
60	2438	2444
60	2444	12289
60	1251	4695
60	4142	6638
60	2444	7813
60	7813	4142
60	9271	2444
60	7813	9271
60	9271	13175
60	6638	13175
61	5341	53
61	12167	1292
61	1292	2441
61	2441	12794
61	6656	5366
61	5366	12167
61	53	6656
61	12167	11755
62	9	47
62	16	47
62	79	76
62	76	78
62	79	47
62	76	79
62	78	98
62	98	79
63	86	64
63	64	8961
63	137	86
63	8961	137
64	27	35
64	35	63
64	35	8978
64	52	27
64	35	52
64	63	8961
64	86	8961
64	8961	110
64	110	8978
64	8978	8961
65	29	102
65	9595	102
65	102	9760
66	29	39
66	65	29
66	29	38
66	38	65
66	80	9760
66	118	80
66	65	175
66	175	9760
66	9595	39
67	22	9595
67	31	92
67	9595	31
67	31	74
67	74	9595
68	386	13092
68	8088	9007
68	8090	13092
68	9272	8273
68	8273	12552
68	8273	12668
68	9007	8860
68	8860	9272
69	78	75
69	76	78
69	75	82
69	82	76
70	11338	704
70	704	3637
70	3637	13093
70	4553	5374
70	10037	4553
70	4553	11289
70	4553	5059
70	5059	11865
70	11865	11289
70	11289	13093
71	8961	55
71	55	8978
71	109	56
71	56	8961
71	8978	58
71	58	87
71	8961	87
71	87	8978
72	722	12551
72	2816	1505
72	1505	12932
72	12932	2816
72	12551	7324
72	7324	12932
72	12551	10866
72	10866	12932
73	54	9395
73	2167	9395
73	2788	2182
73	2182	9395
73	9052	2823
73	2823	9395
73	8344	9052
74	9595	22
74	92	31
74	31	9595
74	22	67
74	31	67
74	67	92
74	67	9595
74	113	83
74	83	9760
74	92	9760
74	129	113
74	9760	129
75	78	76
75	76	133
75	77	97
75	78	69
75	133	78
75	82	78
75	133	82
75	78	133
76	23	9
76	47	23
76	82	23
76	23	46
76	46	69
76	69	47
76	75	69
76	78	75
76	69	78
76	78	133
76	79	47
76	9	82
77	98	82
77	82	10088
77	75	97
77	10088	97
77	97	104
77	104	10088
77	133	75
77	10088	133
77	97	10088
78	79	24
78	24	105
78	76	62
78	76	79
78	79	76
78	105	79
78	82	76
78	10088	82
78	82	98
78	98	114
78	79	106
78	114	79
78	10088	114
78	106	10088
78	114	10088
79	18	16
79	16	62
79	18	14
79	62	18
79	47	24
